iter	Logloss
138	0.4111676788
139	0.4096379089
140	0.4091292572
141	0.4086220551
142	0.4077481461
143	0.4074197388
144	0.4063319397
145	0.4059720993
146	0.4048255157
147	0.403807373
148	0.4033522415
149	0.4029710388
150	0.4026165009
151	0.4015739059
152	0.4008349228
153	0.3997849274
154	0.3992726898
155	0.3975252533
156	0.3972369385
157	0.3966690826
158	0.3952505112
159	0.3945381165
160	0.394371109
161	0.3938268661
162	0.3927094269
163	0.3914660645
164	0.3904325867
165	0.3896936798
166	0.3890041351
167	0.3886422729
168	0.3883454132
169	0.3879042816
170	0.3871550751
171	0.3860357666
172	0.3855561829
173	0.383457756
174	0.3829502869
175	0.381945343
176	0.3813763809
177	0.3802773285
178	0.3791757965
179	0.378972168
180	0.3787857819
181	0.3786785507
182	0.3776582336
183	0.3766062546
184	0.3755172729
185	0.3746791077
186	0.3735367203
187	0.3727908325
188	0.3720357513
189	0.37066082
190	0.3700256348
191	0.3688663864
192	0.3682099152
193	0.3672711182
194	0.366090889
195	0.3653871918
196	0.3652038193
197	0.3640652084
198	0.3633743286
199	0.362950592
200	0.3611093903
201	0.3599708939
202	0.3595700836
203	0.3590193939
204	0.3582178497
205	0.3579702377
206	0.3576480865
207	0.3569845581
208	0.3563993073
209	0.3553632355
210	0.3551337433
211	0.3545187378
212	0.3539839172
213	0.3532826233
214	0.3530444717
215	0.3528091431
216	0.3523236847
217	0.3515865707
218	0.3514756775
219	0.3512541199
220	0.350668869
221	0.3497428894
222	0.3490315247
223	0.3487565231
224	0.3480541992
225	0.34782444
226	0.3472398376
227	0.3463358688
228	0.3462340546
229	0.3457547379
230	0.3450946426
231	0.3448664093
232	0.3439844894
233	0.3426895142
234	0.3422600555
235	0.3414484024
236	0.3412625122
237	0.3407614136
238	0.3398416138
239	0.3390493774
240	0.3382788849
241	0.3381612778
242	0.3379737473
243	0.3376074219
244	0.3369202423
245	0.3365970612
246	0.3361749649
247	0.3361030579
248	0.3358401489
249	0.3354889679
250	0.3351390457
251	0.3347156906
252	0.3341180801
253	0.3332773972
254	0.3326520538
255	0.3317370605
256	0.331625061
257	0.3306271744
258	0.3304206085
259	0.3302223587
260	0.3294521332
261	0.3292307281
262	0.328388443
263	0.3278614044
264	0.3274607849
265	0.327359581
266	0.3266466522
267	0.3253034973
268	0.3246832275
269	0.323473587
270	0.3226206207
271	0.3220791626
272	0.3209378433
273	0.3204240417
274	0.3203134537
275	0.3194343948
276	0.3187137413
277	0.3184341812
278	0.3178430557
279	0.3177546883
280	0.3175992584
281	0.3172271729
282	0.3170466232
283	0.3168839264
284	0.3166181183
285	0.3160171318
286	0.3156834412
287	0.3153310204
288	0.3150937462
289	0.3148192596
290	0.3141743851
291	0.3139164352
292	0.3136358261
293	0.3133298111
294	0.3127185249
295	0.3125805855
296	0.3122531128
297	0.3117868614
298	0.3111614418
299	0.3104064751
300	0.3101091576
301	0.3094543648
302	0.3085622978
303	0.3079444695
304	0.3074790382
305	0.306548996
306	0.3061718559
307	0.3055220413
308	0.3049674988
309	0.3042717361
310	0.3041199493
311	0.30344841
312	0.3029134941
313	0.3025540924
314	0.3021847916
315	0.3020128632
316	0.3018960762
317	0.301683197
318	0.301036377
319	0.3008094597
320	0.3006384659
321	0.3001559448
322	0.3001114464
323	0.2996895599
324	0.2995803452
325	0.2992325974
326	0.2990929031
327	0.2989248657
328	0.2987520981
329	0.2982632065
330	0.2981443024
331	0.2980802536
332	0.2976214218
333	0.2974907112
334	0.297283287
335	0.2967230034
336	0.2960212708
337	0.2957892227
338	0.2953896713
339	0.2951831818
340	0.2946183777
341	0.2942067719
342	0.2940099716
343	0.2934416389
344	0.2931557465
345	0.2927050781
346	0.2925144577
347	0.2919749069
348	0.2915810013
349	0.2913527679
350	0.2909466553
351	0.2903949738
352	0.289887352
353	0.2897413254
354	0.2894321442
355	0.2893336296
356	0.2887242126
357	0.2882026863
358	0.287754631
359	0.2873567581
360	0.2867111206
361	0.2862869835
362	0.2855942154
363	0.2854510498
364	0.2846024704
365	0.2842480087
366	0.284205513
367	0.2839415169
368	0.2836425972
369	0.2833944702
370	0.2832738495
371	0.2830433464
372	0.2825986481
373	0.2825013161
374	0.2823538589
375	0.2821618271
376	0.2818307114
377	0.281391716
378	0.2810948944
379	0.2809009933
380	0.2802587509
381	0.2798497772
382	0.2795628357
383	0.2794530487
384	0.27914608
385	0.2787154007
386	0.2784238434
387	0.2781166077
388	0.2779666901
389	0.2779143524
390	0.2776361275
391	0.2773091698
392	0.2767819977
393	0.2760084915
394	0.275871563
395	0.275723629
396	0.2755401993
397	0.2754329681
398	0.2751773262
399	0.2747548294
400	0.2743135834
401	0.2741810989
402	0.273844738
403	0.2728865623
404	0.2725880432
405	0.2725175095
406	0.2722112656
407	0.2719915009
408	0.2718316269
409	0.2712207794
410	0.2703567886
411	0.27012537
412	0.2699037361
413	0.2692430878
414	0.2692188263
415	0.2686273766
416	0.2683240128
417	0.2680516434
418	0.2675796318
419	0.2672464943
420	0.2671523857
421	0.266692276
422	0.2663964462
423	0.2657446671
424	0.2654711533
425	0.2652314758
426	0.2649710846
427	0.2646578598
428	0.2644208717
429	0.2641902161
430	0.263875885
431	0.2635084915
432	0.2632829666
433	0.2631364441
434	0.2629844856
435	0.2629135132
436	0.2626435661
437	0.2621048355
438	0.2616372108
439	0.2612680817
440	0.2610027885
441	0.2608469391
442	0.2604700851
443	0.2598816681
444	0.259484024
445	0.2590095329
446	0.2583377075
447	0.2581332588
448	0.2577289963
449	0.2573410797
450	0.2568344688
451	0.2565941429
452	0.2563943863
453	0.2561039352
454	0.2559568405
455	0.2557608604
456	0.255503006
457	0.255292511
458	0.2547076225
459	0.254647789
460	0.254490509
461	0.2543247604
462	0.2538780785
463	0.2536413574
464	0.2535497093
465	0.2533277893
466	0.2530134201
467	0.2527473068
468	0.2525595856
469	0.2523965454
470	0.2522178459
471	0.2520762444
472	0.2517791748
473	0.2514993286
474	0.2513139725
475	0.2510055542
476	0.2506541443
477	0.2504359436
478	0.250173645
479	0.2499826241
480	0.249479332
481	0.2489082527
482	0.2484251785
483	0.2482770157
484	0.2480996704
485	0.2478320122
486	0.247761097
487	0.2474942398
488	0.2473508835
489	0.2471699715
490	0.2469959259
491	0.2468658066
492	0.2467291641
493	0.2463411713
494	0.2461644745
495	0.2460738182
496	0.2459201431
497	0.2458034515
498	0.2454875374
499	0.2449255753
500	0.2445816803
501	0.244416008
502	0.2442589188
503	0.2439560699
504	0.2438733292
505	0.2435446358
506	0.2434288406
507	0.2433201218
508	0.2431760597
509	0.2430600739
510	0.2428823471
511	0.2424320412
512	0.2423400497
513	0.24203825
514	0.2417282486
515	0.2416954803
516	0.2415284729
517	0.2414725494
518	0.2412985229
519	0.2411042023
520	0.2408744431
521	0.2407875252
522	0.240640564
523	0.2402728653
524	0.24021101
525	0.2401463318
526	0.2400183487
527	0.2397345734
528	0.239578228
529	0.2395474052
530	0.2392718697
531	0.2391590118
532	0.2388178635
533	0.2387214661
534	0.2382708549
535	0.2382343674
536	0.2380575752
537	0.2377442741
538	0.2376403809
539	0.2375313568
540	0.2374770164
541	0.2374075699
542	0.23738451
543	0.2370087814
544	0.2369545746
545	0.2365388489
546	0.236465416
547	0.2364193535
548	0.2363981056
549	0.2361713028
550	0.2360845566
551	0.2360356522
552	0.2359680939
553	0.2359082413
554	0.2356828308
555	0.2356303787
556	0.2355114746
557	0.235287571
558	0.2351912308
559	0.2350420952
560	0.2348189163
561	0.2346339989
562	0.2345649719
563	0.2345063019
564	0.234363327
565	0.2341616631
566	0.2339988899
567	0.2336623955
568	0.2335029984
569	0.2332435417
570	0.2330632973
571	0.232742691
572	0.2325807571
573	0.2324769974
574	0.2323722839
575	0.2321411705
576	0.2319651413
577	0.2316670799
578	0.2313905716
579	0.231180687
580	0.2308765793
581	0.2306820297
582	0.2305135727
583	0.2304029083
584	0.2302941132
585	0.2301500702
586	0.2299378586
587	0.229664135
588	0.2295768356
589	0.2295700836
590	0.2294464493
591	0.2293175507
592	0.2292152405
593	0.2291714859
594	0.2288853836
595	0.2287805176
596	0.2286421967
597	0.2284003448
598	0.2281469345
599	0.2278835106
600	0.2276969147
601	0.2276111603
602	0.2275765228
603	0.2273947525
604	0.2273333931
605	0.227158432
606	0.2270999527
607	0.2269041824
608	0.2267498016
609	0.2267088318
610	0.2262389565
611	0.2260764313
612	0.2257612991
613	0.2255513382
614	0.2253108597
615	0.2251085281
616	0.2249744797
617	0.2249094963
618	0.2247574234
619	0.2244954491
620	0.2243619537
621	0.2243029213
622	0.2241871643
623	0.2240559387
624	0.223937645
625	0.2238891411
626	0.2237000656
627	0.2233812332
628	0.2232954025
629	0.223241539
630	0.2231902313
631	0.2229177856
632	0.2228732681
633	0.2228251457
634	0.2227043533
635	0.222618103
636	0.2225742912
637	0.2222318649
638	0.2221149063
639	0.2220318222
640	0.2216976547
641	0.2214241409
642	0.2213375092
643	0.2213105011
644	0.2210429764
645	0.2208358765
646	0.2207855225
647	0.2206602859
648	0.2205451965
649	0.2201930809
650	0.2199423027
651	0.2196158981
652	0.2194638443
653	0.2194498062
654	0.2194178009
655	0.2193223
656	0.2192592621
657	0.219152565
658	0.2189211655
659	0.2187722397
660	0.2184044456
661	0.218176136
662	0.2180714035
663	0.2179798889
664	0.2178289795
665	0.2177159691
666	0.217439785
667	0.2173368645
668	0.217322731
669	0.2172453308
670	0.2171047592
671	0.2170266151
672	0.2169857407
673	0.2169250488
674	0.2168769264
675	0.2166446686
676	0.2163237762
677	0.2162181473
678	0.2161164093
679	0.2158988953
680	0.2158120346
681	0.2156840515
682	0.2155225754
683	0.2153151703
684	0.2151834106
685	0.2151165771
686	0.2150281525
687	0.2147141266
688	0.2144659424
689	0.214349556
690	0.2143034554
691	0.2141818047
692	0.214090538
693	0.2139463043
694	0.2137148094
695	0.2135874557
696	0.2135635376
697	0.2133995628
698	0.2132308006
699	0.2131799316
700	0.2131629181
701	0.2129381752
702	0.2128174973
703	0.2127332115
704	0.2126489639
705	0.2122594261
706	0.2119437218
707	0.2118190956
708	0.2115677261
709	0.2114944839
710	0.2113430023
711	0.2111607361
712	0.2110239792
713	0.2109997368
714	0.2109621048
715	0.210883503
716	0.2107004356
717	0.2103905869
718	0.2102615166
719	0.2102079773
720	0.2101213455
721	0.210101738
722	0.2099827385
723	0.2098596191
724	0.2098275375
725	0.2097853851
726	0.2096619415
727	0.2094777489
728	0.2094507599
729	0.2093411636
730	0.2092728806
731	0.2090815735
732	0.208934021
733	0.2087675858
734	0.2086745071
735	0.2085713577
736	0.2085438728
737	0.2085144615
738	0.208456955
739	0.2083718872
740	0.2083524513
741	0.2082760239
742	0.2082406998
743	0.2080058289
744	0.2076919937
745	0.207471962
746	0.2073724747
747	0.2072418594
748	0.2072091484
749	0.2070606232
750	0.2068754578
751	0.2068025017
752	0.2065988159
753	0.2064482498
754	0.206176548
755	0.2060523796
756	0.2060067368
757	0.2058780479
758	0.2056941032
759	0.205486145
760	0.2054699898
761	0.2053768349
762	0.2053580284
763	0.2053055191
764	0.2052412033
765	0.2051105118
766	0.2049206161
767	0.2048490715
768	0.2046124268
769	0.204368515
770	0.20421875
771	0.2040714264
772	0.2039251518
773	0.203887558
774	0.2038391685
775	0.203774147
776	0.2036942673
777	0.203633728
778	0.203566246
779	0.2034745598
780	0.203295002
781	0.203210125
782	0.2031706047
783	0.2029051018
784	0.2027980614
785	0.2025840378
786	0.2024930573
787	0.2024427414
788	0.2023409653
789	0.2020982742
790	0.2020337677
791	0.2018330002
792	0.2016742325
793	0.2015307236
794	0.2013848495
795	0.2011795235
796	0.2011468697
797	0.2009885025
798	0.2008696365
799	0.2007989502
800	0.2006241035
801	0.2005902481
802	0.2005270004
803	0.2005073357
804	0.2004860687
805	0.2003784561
806	0.2003568459
807	0.2002306747
808	0.2001011467
809	0.2000647736
810	0.2000428009
811	0.2000246239
812	0.19997509
813	0.1999451065
814	0.1998008919
815	0.1996175385
816	0.1995315361
817	0.1993791962
818	0.1993644714
819	0.1992913628
820	0.1991818237
821	0.19903265
822	0.1990076828
823	0.1989558601
824	0.1989032555
825	0.1988004494
826	0.1986592674
827	0.1985250473
828	0.1984791756
829	0.1983948708
830	0.1982494736
831	0.1981550217
832	0.1981100655
833	0.1979560471
834	0.1978247833
835	0.1976174545
836	0.1975644302
837	0.1973971558
838	0.1973781967
839	0.1973169327
840	0.1972479439
841	0.197145977
842	0.1970687103
843	0.1970585823
844	0.1970254517
845	0.1969866562
846	0.1969170189
847	0.1968467903
848	0.1966271782
849	0.1965737152
850	0.1964556503
851	0.1963975525
852	0.1963706207
853	0.1962696075
854	0.1961828232
855	0.1961091805
856	0.1959168625
857	0.1957229233
858	0.1955042648
859	0.1954428482
860	0.1952364731
861	0.1951858139
862	0.1951142502
863	0.1949703407
864	0.1949400902
865	0.1948629951
866	0.1947067261
867	0.1946518898
868	0.1945161819
869	0.1944573021
870	0.1943911552
871	0.1943191719
872	0.1942076492
873	0.1941613007
874	0.1940928268
875	0.1940268517
876	0.1939381409
877	0.1939096451
878	0.1938228226
879	0.1937653542
880	0.1935321045
881	0.1934387589
882	0.1934033775
883	0.1932818031
884	0.1932182312
885	0.1930949402
886	0.192983017
887	0.1929101372
888	0.1928277588
889	0.1927734184
890	0.1926251984
891	0.1925410652
892	0.1925096893
893	0.1924818039
894	0.1923192787
895	0.1922280502
896	0.1921158791
897	0.1920512009
898	0.192000351
899	0.1919852448
900	0.1918753433
901	0.1918081284
902	0.1917834091
903	0.1917637444
904	0.1916954994
905	0.1915974045
906	0.1914441681
907	0.1912648964
908	0.1911042786
909	0.1910392189
910	0.1908750534
911	0.1907560349
912	0.1905437088
913	0.1904030609
914	0.1903166962
915	0.1902799797
916	0.1901905823
917	0.1901445198
918	0.1901203728
919	0.1900791168
920	0.1899932098
921	0.1899396133
922	0.1898456573
923	0.1898143959
924	0.1897996712
925	0.1897667885
926	0.1897478485
927	0.1896977234
928	0.1896155357
929	0.1895625687
930	0.189505291
931	0.1893883896
932	0.1893580627
933	0.1892884636
934	0.189144249
935	0.1890545654
936	0.1889761353
937	0.1888877678
938	0.1888500595
939	0.1888025665
940	0.1887034416
941	0.1886227798
942	0.1885759544
943	0.188514328
944	0.1884145164
945	0.1883745003
946	0.1883302307
947	0.1883173943
948	0.1883039474
949	0.1882071877
950	0.1881697845
951	0.1880967712
952	0.1879930496
953	0.1879546928
954	0.1877950668
955	0.1877756882
956	0.1877624512
957	0.1877098083
958	0.1876931953
959	0.1876429367
960	0.1876060677
961	0.1875737762
962	0.1875616646
963	0.1875297928
964	0.1873831749
965	0.1873000717
966	0.1872755241
967	0.1872164536
968	0.1871505737
969	0.1871102142
970	0.1870294762
971	0.1870048523
972	0.1869107819
973	0.1868732452
974	0.1868273544
975	0.186783905
976	0.1867261887
977	0.1866885948
978	0.1866541672
979	0.1866092682
980	0.1865244293
981	0.1864952087
982	0.1864483643
983	0.1863412285
984	0.1862914276
985	0.1862149429
986	0.1861410904
987	0.1859727859
988	0.1859552002
989	0.1858532524
990	0.1858182335
991	0.1856821632
992	0.1855890083
993	0.1855090332
994	0.1854532623
995	0.1854029846
996	0.1853396225
997	0.1852365875
998	0.1852224731
999	0.1851454544
